"chr","hg19","hg38"
"17","41202791",43050774
"17","41202792",43050775
"17","41202793",43050776
"17","41202794",43050777
"17","41202795",43050778
"17","41202796",43050779
"17","41202797",43050780
"17","41202798",43050781
"17","41202799",43050782
"17","41202800",43050783
"17","41202801",43050784
"17","41202802",43050785
"17","41202803",43050786
"17","41202804",43050787
"17","41202805",43050788
"17","41202806",43050789
"17","41202807",43050790
"17","41202808",43050791
"17","41202809",43050792
"17","41202810",43050793
"17","41202811",43050794
"17","41202812",43050795
"17","41202813",43050796
"17","41202814",43050797
"17","41202815",43050798
"17","41202816",43050799
"17","41202817",43050800
"17","41202818",43050801
"17","41202819",43050802
"17","41202820",43050803
"17","41202821",43050804
"17","41202822",43050805
"17","41202823",43050806
"17","41202824",43050807
"17","41202825",43050808
"17","41202826",43050809
"17","41202827",43050810
"17","41202828",43050811
"17","41202829",43050812
"17","41202830",43050813
"17","41202831",43050814
"17","41202832",43050815
"17","41202833",43050816
"17","41202834",43050817
"17","41202835",43050818
"17","41202836",43050819
"17","41202837",43050820
"17","41202838",43050821
"17","41202839",43050822
"17","41202840",43050823
"17","41202841",43050824
"17","41202842",43050825
"17","41202843",43050826
"17","41202844",43050827
"17","41202845",43050828
"17","41202846",43050829
"17","41202847",43050830
"17","41202848",43050831
"17","41202849",43050832
"17","41202850",43050833
"17","41202851",43050834
"17","41202852",43050835
"17","41202853",43050836
"17","41202854",43050837
"17","41202855",43050838
"17","41202856",43050839
"17","41202857",43050840
"17","41202858",43050841
"17","41202859",43050842
"17","41202860",43050843
"17","41202861",43050844
"17","41202862",43050845
"17","41202863",43050846
"17","41202864",43050847
"17","41202865",43050848
"17","41202866",43050849
"17","41202867",43050850
"17","41202868",43050851
"17","41202869",43050852
"17","41202870",43050853
"17","41202871",43050854
"17","41202872",43050855
"17","41202873",43050856
"17","41202874",43050857
"17","41202875",43050858
"17","41202876",43050859
"17","41202877",43050860
"17","41202878",43050861
"17","41202879",43050862
"17","41202880",43050863
"17","41202881",43050864
"17","41202882",43050865
"17","41202883",43050866
"17","41202884",43050867
"17","41202885",43050868
"17","41202886",43050869
"17","41202887",43050870
"17","41202888",43050871
"17","41202889",43050872
"17","41202890",43050873
"17","41202891",43050874
"17","41202892",43050875
"17","41202893",43050876
"17","41202894",43050877
"17","41202895",43050878
"17","41202896",43050879
"17","41202897",43050880
"17","41202898",43050881
"17","41202899",43050882
"17","41202900",43050883
"17","41202901",43050884
"17","41202902",43050885
"17","41202903",43050886
"17","41202904",43050887
"17","41202905",43050888
"17","41202906",43050889
"17","41202907",43050890
"17","41202908",43050891
"17","41202909",43050892
"17","41202910",43050893
"17","41202911",43050894
"17","41202912",43050895
"17","41202913",43050896
"17","41202914",43050897
"17","41202915",43050898
"17","41202916",43050899
"17","41202917",43050900
"17","41202918",43050901
"17","41202919",43050902
"17","41202920",43050903
"17","41202921",43050904
"17","41202922",43050905
"17","41202923",43050906
"17","41202924",43050907
"17","41202925",43050908
"17","41202926",43050909
"17","41202927",43050910
"17","41202928",43050911
"17","41202929",43050912
"17","41202930",43050913
"17","41202931",43050914
"17","41202932",43050915
"17","41202933",43050916
"17","41202934",43050917
"17","41202935",43050918
"17","41202936",43050919
"17","41202937",43050920
"17","41202938",43050921
"17","41202939",43050922
"17","41202940",43050923
"17","41202941",43050924
"17","41202942",43050925
"17","41202943",43050926
"17","41202944",43050927
"17","41202945",43050928
"17","41202946",43050929
"17","41202947",43050930
"17","41202948",43050931
"17","41202949",43050932
"17","41202950",43050933
"17","41202951",43050934
"17","41202952",43050935
"17","41202953",43050936
"17","41202954",43050937
"17","41202955",43050938
"17","41202956",43050939
"17","41202957",43050940
"17","41202958",43050941
"17","41202959",43050942
"17","41202960",43050943
"17","41202961",43050944
"17","41202962",43050945
"17","41202963",43050946
"17","41202964",43050947
"17","41202965",43050948
"17","41202966",43050949
"17","41202967",43050950
"17","41202968",43050951
"17","41202969",43050952
"17","41202970",43050953
"17","41202971",43050954
"17","41202972",43050955
"17","41202973",43050956
"17","41202974",43050957
"17","41202975",43050958
"17","41202976",43050959
"17","41202977",43050960
"17","41202978",43050961
"17","41202979",43050962
"17","41202980",43050963
"17","41202981",43050964
"17","41202982",43050965
"17","41202983",43050966
"17","41202984",43050967
"17","41202985",43050968
"17","41202986",43050969
"17","41202987",43050970
"17","41202988",43050971
"17","41202989",43050972
"17","41202990",43050973
"17","41202991",43050974
"17","41202992",43050975
"17","41202993",43050976
"17","41202994",43050977
"17","41202995",43050978
"17","41202996",43050979
"17","41202997",43050980
"17","41202998",43050981
"17","41202999",43050982
"17","41203000",43050983
"17","41203001",43050984
"17","41203002",43050985
"17","41203003",43050986
"17","41203004",43050987
"17","41203005",43050988
"17","41203006",43050989
"17","41203007",43050990
"17","41203008",43050991
"17","41203009",43050992
"17","41203010",43050993
"17","41203011",43050994
"17","41203012",43050995
"17","41203013",43050996
"17","41203014",43050997
"17","41203015",43050998
"17","41203016",43050999
"17","41203017",43051000
"17","41203018",43051001
"17","41203019",43051002
"17","41203020",43051003
"17","41203021",43051004
"17","41203022",43051005
"17","41203023",43051006
"17","41203024",43051007
"17","41203025",43051008
"17","41203026",43051009
"17","41203027",43051010
"17","41203028",43051011
"17","41203029",43051012
"17","41203030",43051013
"17","41203031",43051014
"17","41203032",43051015
"17","41203033",43051016
"17","41203034",43051017
"17","41203035",43051018
"17","41203036",43051019
"17","41203037",43051020
"17","41203038",43051021
"17","41203039",43051022
"17","41203040",43051023
"17","41203041",43051024
"17","41203042",43051025
"17","41203043",43051026
"17","41203044",43051027
"17","41203045",43051028
"17","41203046",43051029
"17","41203047",43051030
"17","41203048",43051031
"17","41203049",43051032
"17","41203050",43051033
"17","41203051",43051034
"17","41203052",43051035
"17","41203053",43051036
"17","41203054",43051037
"17","41203055",43051038
"17","41203056",43051039
"17","41203057",43051040
"17","41203058",43051041
"17","41203059",43051042
"17","41203060",43051043
"17","41203061",43051044
"17","41203062",43051045
"17","41203063",43051046
"17","41203064",43051047
"17","41203065",43051048
"17","41203066",43051049
"17","41203067",43051050
"17","41203068",43051051
"17","41203069",43051052
"17","41203070",43051053
"17","41203071",43051054
"17","41203072",43051055
"17","41203073",43051056
"17","41203074",43051057
"17","41203075",43051058
"17","41203076",43051059
"17","41203077",43051060
"17","41203078",43051061
"17","41203079",43051062
"17","41203080",43051063
"17","41203081",43051064
"17","41203082",43051065
"17","41203083",43051066
"17","41203084",43051067
"17","41203085",43051068
"17","41203086",43051069
"17","41203087",43051070
"17","41203088",43051071
"17","41203089",43051072
"17","41203090",43051073
"17","41203091",43051074
"17","41203092",43051075
"17","41203093",43051076
"17","41203094",43051077
"17","41203095",43051078
"17","41203096",43051079
"17","41203097",43051080
"17","41203098",43051081
"17","41203099",43051082
"17","41203100",43051083
"17","41203101",43051084
"17","41203102",43051085
"17","41203103",43051086
"17","41203104",43051087
"17","41203105",43051088
"17","41203106",43051089
"17","41203107",43051090
"17","41203108",43051091
"17","41203109",43051092
"17","41203110",43051093
"17","41203111",43051094
"17","41203112",43051095
"17","41203113",43051096
"17","41203114",43051097
"17","41203115",43051098
"17","41203116",43051099
"17","41203117",43051100
"17","41203118",43051101
"17","41203119",43051102
"17","41203120",43051103
"17","41203121",43051104
"17","41203122",43051105
"17","41203123",43051106
"17","41203124",43051107
"17","41203125",43051108
"17","41203126",43051109
"17","41203127",43051110
"17","41203128",43051111
"17","41203129",43051112
"17","41203130",43051113
"17","41203131",43051114
"17","41203132",43051115
"17","41203133",43051116
"17","41203134",43051117
"17","41203135",43051118
"17","41203136",43051119
"17","41203137",43051120
"17","41203138",43051121
"17","41203139",43051122
"17","41203140",43051123
"17","41203141",43051124
"17","41203142",43051125
"17","41203143",43051126
"17","41203144",43051127
"17","41203145",43051128
"17","41203146",43051129
"17","41203147",43051130
"17","41203148",43051131
"17","41203149",43051132
"17","41203150",43051133
"17","41203151",43051134
"17","41203152",43051135
"17","41203153",43051136
"17","41203154",43051137
"17","41203155",43051138
"17","41203156",43051139
"17","41203157",43051140
"17","41203158",43051141
"17","41203159",43051142
"17","41203160",43051143
"17","41203161",43051144
"17","41203162",43051145
"17","41203163",43051146
"17","41203164",43051147
"17","41203165",43051148
"17","41203166",43051149
"17","41203167",43051150
"17","41203168",43051151
"17","41203169",43051152
"17","41203170",43051153
"17","41203171",43051154
"17","41203172",43051155
"17","41203173",43051156
"17","41203174",43051157
"17","41203175",43051158
"17","41203176",43051159
"17","41203177",43051160
"17","41203178",43051161
"17","41203179",43051162
"17","41203180",43051163
"17","41203181",43051164
"17","41203182",43051165
"17","41203183",43051166
"17","41203184",43051167
"17","41203185",43051168
"17","41203186",43051169
"17","41203187",43051170
"17","41203188",43051171
"17","41203189",43051172
"17","41203190",43051173
"17","41203191",43051174
"17","41203192",43051175
"17","41203193",43051176
"17","41203194",43051177
"17","41203195",43051178
"17","41203196",43051179
"17","41203197",43051180
"17","41203198",43051181
"17","41203199",43051182
"17","41203200",43051183
"17","41203201",43051184
"17","41203202",43051185
"17","41203203",43051186
"17","41203204",43051187
"17","41203205",43051188
"17","41203206",43051189
"17","41203207",43051190
"17","41203208",43051191
"17","41203209",43051192
"17","41203210",43051193
"17","41203211",43051194
"17","41203212",43051195
"17","41203213",43051196
"17","41203214",43051197
"17","41203215",43051198
"17","41203216",43051199
"17","41203217",43051200
"17","41203218",43051201
"17","41203219",43051202
"17","41203220",43051203
"17","41203221",43051204
"17","41203222",43051205
"17","41203223",43051206
"17","41203224",43051207
"17","41203225",43051208
"17","41203226",43051209
"17","41203227",43051210
"17","41203228",43051211
"17","41203229",43051212
"17","41203230",43051213
"17","41203231",43051214
"17","41203232",43051215
"17","41203233",43051216
"17","41203234",43051217
"17","41203235",43051218
"17","41203236",43051219
"17","41203237",43051220
"17","41203238",43051221
"17","41203239",43051222
"17","41203240",43051223
"17","41203241",43051224
"17","41203242",43051225
"17","41203243",43051226
"17","41203244",43051227
"17","41203245",43051228
"17","41203246",43051229
"17","41203247",43051230
"17","41203248",43051231
"17","41203249",43051232
"17","41203250",43051233
"17","41203251",43051234
"17","41203252",43051235
"17","41203253",43051236
"17","41203254",43051237
"17","41203255",43051238
"17","41203256",43051239
"17","41203257",43051240
"17","41203258",43051241
"17","41203259",43051242
"17","41203260",43051243
"17","41203261",43051244
"17","41203262",43051245
"17","41203263",43051246
"17","41203264",43051247
"17","41203265",43051248
"17","41203266",43051249
"17","41203267",43051250
"17","41203268",43051251
"17","41203269",43051252
"17","41203270",43051253
"17","41203271",43051254
"17","41203272",43051255
"17","41203273",43051256
"17","41203274",43051257
"17","41203275",43051258
"17","41203276",43051259
"17","41203277",43051260
"17","41203278",43051261
"17","41203279",43051262
"17","41203280",43051263
"17","41203281",43051264
"17","41203282",43051265
"17","41203283",43051266
"17","41203284",43051267
"17","41203285",43051268
"17","41203286",43051269
"17","41203287",43051270
"17","41203288",43051271
"17","41203289",43051272
"17","41203290",43051273
"17","41203291",43051274
"17","41203292",43051275
"17","41203293",43051276
"17","41203294",43051277
"17","41203295",43051278
"17","41203296",43051279
"17","41203297",43051280
"17","41203298",43051281
"17","41203299",43051282
"17","41203300",43051283
"17","41203301",43051284
"17","41203302",43051285
"17","41203303",43051286
"17","41203304",43051287
"17","41203305",43051288
"17","41203306",43051289
"17","41203307",43051290
"17","41203308",43051291
"17","41203309",43051292
"17","41203310",43051293
"17","41203311",43051294
"17","41203312",43051295
"17","41203313",43051296
"17","41203314",43051297
"17","41203315",43051298
"17","41203316",43051299
"17","41203317",43051300
"17","41203318",43051301
"17","41203319",43051302
